"StichtagDatJahr","HundenameText","GebDatHundJahr","SexHundCd","SexHundLang","SexHundSort","AnzHunde"
2015,"Grace",2014,"2","weiblich",2,1
2015,"Grace (Ginerva)",2013,"2","weiblich",2,1
2015,"Gracia",2011,"2","weiblich",2,1
2015,"Grafitty",2002,"1","männlich",1,1
2015,"Grappa",2014,"1","männlich",1,1
2015,"Greppetto",2007,"1","männlich",1,1
2015,"Greta",2007,"2","weiblich",2,1
2015,"Grigia",2001,"2","weiblich",2,1
2015,"Grille",2000,"2","weiblich",2,1
2015,"Grischa",2005,"2","weiblich",2,1
2015,"Grischa",2011,"2","weiblich",2,1
2015,"Grischun",2003,"1","männlich",1,1
2015,"Grisu",2008,"1","männlich",1,1
2015,"Grisu",2013,"1","männlich",1,1
2015,"Grizzly",2012,"1","männlich",1,1
2015,"Grogi",2001,"1","männlich",1,1
2015,"Gromit",2003,"1","männlich",1,1
2015,"Grubcio",2012,"1","männlich",1,1
2015,"Guaika",2004,"2","weiblich",2,1
2015,"Guanche",2008,"1","männlich",1,1
2015,"Guapo",2006,"1","männlich",1,1
2015,"Guapo",2008,"1","männlich",1,1
2015,"Guapo",2013,"1","männlich",1,1
2015,"Gucci",2006,"2","weiblich",2,1
2015,"Gucci",2008,"2","weiblich",2,1
2015,"Gucci",2012,"1","männlich",1,1
2015,"Gucci",2013,"1","männlich",1,1
2015,"Gucci",2014,"1","männlich",1,1
2015,"Gucci",2015,"2","weiblich",2,1
2015,"Gucci (Clara)",2008,"2","weiblich",2,1
2015,"Gucci (Couchi)",2004,"2","weiblich",2,1
2015,"Gucci du Lilas Pourpre",2014,"1","männlich",1,1
2015,"Guido of Whistle Soul",2012,"1","männlich",1,1
2015,"Guinness",2010,"1","männlich",1,1
2015,"Gus (Whisky du Dourd)",2011,"1","männlich",1,1
2015,"Gustav",2008,"1","männlich",1,1
2015,"Gustav-Emil",2014,"1","männlich",1,1
2015,"Gypsi  (Rexane)",2000,"2","weiblich",2,1
2015,"Gypsie",2001,"2","weiblich",2,1
2015,"Gypsy",2006,"2","weiblich",2,1
2015,"Gypsy",2008,"2","weiblich",2,1
2015,"Gypsy",2011,"2","weiblich",2,1
2015,"Gypsy (IV)",2010,"1","männlich",1,1
2015,"Génos vom Wolfenstein",2013,"1","männlich",1,1
2015,"H-Chika v. Burg Gryfenstein",2004,"2","weiblich",2,1
2015,"Haaja",2013,"2","weiblich",2,1
2015,"Habano",2007,"1","männlich",1,1
2015,"Habib",2002,"1","männlich",1,1
2015,"Hachiko",2011,"2","weiblich",2,1
2015,"Haco  Harco",2004,"1","männlich",1,1
2015,"Hada (Inga ya Mabubesi)",2010,"2","weiblich",2,1
2015,"Hades",2013,"1","männlich",1,1
2015,"Haiiro",2011,"1","männlich",1,1
2015,"Haiko",2014,"1","männlich",1,1
2015,"Haiku",2004,"1","männlich",1,1
2015,"Haiku",2014,"1","männlich",1,1
2015,"Hailey",2013,"2","weiblich",2,1
2015,"Haischa-Lou von Kopfrein",2008,"2","weiblich",2,1
2015,"Halyma Tyra",2010,"2","weiblich",2,1
2015,"Hamish",2011,"1","männlich",1,1
2015,"Hana",2013,"2","weiblich",2,1
2015,"Handy",2001,"1","männlich",1,1
2015,"Hannah",2010,"2","weiblich",2,1
2015,"Hanneton de Soleur",2010,"1","männlich",1,1
2015,"Hansika",2013,"2","weiblich",2,1
2015,"Happi-Prinz",2011,"1","männlich",1,1
2015,"Happy",2001,"1","männlich",1,1
2015,"Happy",2003,"1","männlich",1,1
2015,"Happy",2005,"2","weiblich",2,1
2015,"Happy",2013,"1","männlich",1,2
2015,"Happy",2014,"2","weiblich",2,1
2015,"Happy Nelly",2013,"2","weiblich",2,1
2015,"Happy Vitus",2012,"1","männlich",1,1
2015,"Hardy v. Försterhaus",2009,"1","männlich",1,1
2015,"Hari",2006,"1","männlich",1,1
2015,"Harley",2006,"2","weiblich",2,1
2015,"Harlow",2013,"1","männlich",1,1
2015,"Harmonia",2007,"2","weiblich",2,1
2015,"Harmony",2012,"2","weiblich",2,1
2015,"Harpo",2006,"1","männlich",1,1
2015,"Harry",2005,"1","männlich",1,1
2015,"Harry",2006,"1","männlich",1,1
2015,"Harry",2009,"1","männlich",1,1
2015,"Harry",2010,"1","männlich",1,1
2015,"Harry",2011,"1","männlich",1,1
2015,"Harry",2012,"1","männlich",1,1
2015,"Harry",2014,"1","männlich",1,2
2015,"Harry Potter (Boy)",2002,"1","männlich",1,1
2015,"Haru",2004,"2","weiblich",2,1
2015,"Haru",2014,"2","weiblich",2,1
2015,"Haska",2007,"2","weiblich",2,1
2015,"Hasley",2012,"2","weiblich",2,1
2015,"Havane",2012,"2","weiblich",2,1
2015,"Havy",2012,"2","weiblich",2,1
2015,"Hazel",2009,"2","weiblich",2,1
2015,"Hazel Maggie",2011,"2","weiblich",2,1
2015,"Hazzy",2002,"1","männlich",1,1
2015,"Heart of Luna",2014,"2","weiblich",2,1
2015,"Heaven",2002,"1","männlich",1,1
2015,"Heaven (Marie von der Linde)",2011,"2","weiblich",2,1
2015,"Hector-Amie v. Wilden Süden",2012,"1","männlich",1,1
2015,"Heina",2013,"2","weiblich",2,1
2015,"Hektor (Sid)",2013,"1","männlich",1,1
2015,"Helga",2013,"2","weiblich",2,1
2015,"Helia vom Drumlin Wolf",2011,"2","weiblich",2,1
2015,"Henjie De Syringa",2006,"2","weiblich",2,1
2015,"Henrietta",2006,"2","weiblich",2,1
2015,"Henry",2002,"1","männlich",1,1
2015,"Henry",2009,"1","männlich",1,1
2015,"Henry",2013,"1","männlich",1,1
2015,"Henry",2015,"1","männlich",1,1
2015,"Henry (Dalmor)",2006,"1","männlich",1,1
2015,"Henry (Zar-Henry vom Hela-Hof)",2010,"1","männlich",1,1
2015,"Henry Tudo",2010,"1","männlich",1,1
2015,"Hera",2009,"2","weiblich",2,1
2015,"Hera",2012,"2","weiblich",2,2
2015,"Hera",2015,"2","weiblich",2,2
2015,"Hera vom G'stellmacherhof",2012,"2","weiblich",2,1
2015,"Herbert",2004,"1","männlich",1,1
2015,"Herby vom Oberneuhaus",2013,"1","männlich",1,1
2015,"Hercule",2010,"1","männlich",1,1
2015,"Hercules",2010,"1","männlich",1,1
2015,"Hermes",2014,"1","männlich",1,1
2015,"Hero",2010,"1","männlich",1,1
2015,"Herr Streuli",2004,"1","männlich",1,1
2015,"Hesra",2011,"2","weiblich",2,1
2015,"Hestia v. Andreashöhe",2014,"2","weiblich",2,1
2015,"Hillary-Hippi",2005,"2","weiblich",2,1
2015,"Hipsu 4",2009,"1","männlich",1,1
2015,"Hitsch",2015,"1","männlich",1,1
2015,"Hjo-Ca",2004,"1","männlich",1,1
2015,"Hobbes (Ilan)",2015,"1","männlich",1,1
2015,"Holly",2004,"1","männlich",1,1
2015,"Holly",2008,"2","weiblich",2,2
2015,"Honey",2003,"2","weiblich",2,1
2015,"Honey",2005,"2","weiblich",2,1
2015,"Honey",2007,"1","männlich",1,1
2015,"Honey",2009,"2","weiblich",2,2
2015,"Honey",2010,"2","weiblich",2,1
2015,"Honey",2012,"2","weiblich",2,1
2015,"Honey  (Black)",2007,"2","weiblich",2,1
2015,"Honey Bonny",2012,"2","weiblich",2,1
2015,"Honey Pralina",2012,"2","weiblich",2,1
2015,"Hoolie (Leila)",2012,"2","weiblich",2,1
2015,"Hope",2013,"2","weiblich",2,1
2015,"Hope (Kira)",2011,"2","weiblich",2,1
2015,"Hopi",2012,"1","männlich",1,1
2015,"Horrace",2006,"1","männlich",1,1
2015,"Horus",2005,"1","männlich",1,1
2015,"Hubert",2011,"1","männlich",1,1
2015,"Hudson",2013,"1","männlich",1,1
2015,"Hug me Dark Devil",2003,"1","männlich",1,1
2015,"Hugo",2004,"1","männlich",1,1
2015,"Hugo",2006,"1","männlich",1,1
2015,"Hugo",2007,"1","männlich",1,1
2015,"Hugo",2012,"1","männlich",1,1
2015,"Hugo",2013,"1","männlich",1,2
2015,"Hugo (Nike)",2013,"1","männlich",1,1
2015,"Huma",2000,"2","weiblich",2,1
2015,"Hunter-Zorro v. Fridlispitz",2010,"1","männlich",1,1
2015,"Hurrican",2008,"1","männlich",1,1
2015,"Hutch",2006,"1","männlich",1,1
2015,"Huxley",2011,"1","männlich",1,1
2015,"Häx",2012,"2","weiblich",2,1
2015,"Häxli",2008,"2","weiblich",2,1
2015,"I Love Fresa",2012,"2","weiblich",2,1
2015,"I'm Rocky",2014,"1","männlich",1,1
2015,"Iaro",2015,"1","männlich",1,1
2015,"Ibo von der Amalienburg",2009,"1","männlich",1,1
2015,"Ice Cube aus dem Farbtopf",2014,"1","männlich",1,1
2015,"Idefix",2002,"2","weiblich",2,1
2015,"Idefix",2003,"1","männlich",1,1
2015,"Idefix",2005,"2","weiblich",2,1
2015,"Idefix",2011,"1","männlich",1,1
2015,"Igloo",2013,"1","männlich",1,1
2015,"Igor",2009,"1","männlich",1,1
2015,"Igor",2012,"1","männlich",1,1
2015,"Igor",2013,"1","männlich",1,1
2015,"Ijmhotep",2013,"1","männlich",1,1
2015,"Ikaro",2004,"1","männlich",1,1
2015,"Ikarus",2008,"1","männlich",1,1
2015,"Ike",2009,"1","männlich",1,1
2015,"Ikona",2004,"2","weiblich",2,1
2015,"Ilai",2014,"1","männlich",1,1
2015,"Ilay Star of Wok",2013,"1","männlich",1,1
2015,"Ilexa",2005,"2","weiblich",2,1
2015,"Ilse Tipsy",2006,"2","weiblich",2,1
2015,"Iluq (Nica von Kupferschmiede)",2011,"2","weiblich",2,1
2015,"Ima",2006,"2","weiblich",2,1
2015,"Imala",2013,"2","weiblich",2,1
2015,"Imalay",2001,"2","weiblich",2,1
2015,"Imo",2002,"1","männlich",1,1
2015,"Imperator von Hartenfels",2011,"1","männlich",1,1
2015,"In äm Raja",2009,"1","männlich",1,1
2015,"Ina",2006,"2","weiblich",2,1
2015,"Inaara",2009,"2","weiblich",2,1
2015,"Inca",2004,"2","weiblich",2,1
2015,"Inca",2007,"2","weiblich",2,1
2015,"Incredible Mirade Iva Kai-Siva",2013,"2","weiblich",2,1
2015,"India",2005,"2","weiblich",2,1
2015,"Indigo",2011,"2","weiblich",2,1
2015,"Indira",2008,"2","weiblich",2,1
2015,"Indira Girl of Taiga's Dream",2012,"2","weiblich",2,1
2015,"Indy",2003,"1","männlich",1,1
2015,"Indy",2010,"2","weiblich",2,1
2015,"Indy",2014,"2","weiblich",2,1
2015,"Ingo von Burg Schwärtzenberg",2004,"1","männlich",1,1
2015,"Inja (von Ciney)",2007,"2","weiblich",2,1
2015,"Inka",2004,"2","weiblich",2,1
2015,"Inka",2013,"2","weiblich",2,1
2015,"Inouk",2012,"1","männlich",1,1
2015,"Inu",2002,"1","männlich",1,1
2015,"Inuki",2004,"1","männlich",1,1
2015,"Inyima",2013,"2","weiblich",2,1
2015,"Iota",2013,"2","weiblich",2,1
2015,"Ipo",2005,"2","weiblich",2,1
2015,"Ipsy",2006,"2","weiblich",2,1
2015,"Ira",2001,"2","weiblich",2,1
2015,"Ira",2008,"2","weiblich",2,1
2015,"Ira (Lili)",2003,"2","weiblich",2,1
2015,"Iraya",2009,"2","weiblich",2,1
2015,"Iris",1999,"2","weiblich",2,1
2015,"Iris",2009,"2","weiblich",2,1
2015,"Iris",2013,"2","weiblich",2,1
2015,"Iris",2015,"2","weiblich",2,1
2015,"Irk",2009,"1","männlich",1,1
2015,"Irma",2012,"2","weiblich",2,1
2015,"Irma",2013,"2","weiblich",2,1
2015,"Iron",2012,"1","männlich",1,1
2015,"Isa",2008,"2","weiblich",2,1
2015,"Isabell",2007,"2","weiblich",2,1
2015,"Isabella",2014,"2","weiblich",2,1
2015,"Ischa",2005,"2","weiblich",2,1
2015,"Isi",2009,"1","männlich",1,1
2015,"Isidor (Waid little John )",2007,"1","männlich",1,1
2015,"Isis",2013,"2","weiblich",2,1
2015,"Isom",2006,"2","weiblich",2,1
2015,"Isy",2010,"1","männlich",1,1
2015,"Italy",2007,"2","weiblich",2,1
2015,"Iva",2012,"2","weiblich",2,1
2015,"Ivar",2004,"1","männlich",1,1
2015,"Ivi",2013,"1","männlich",1,1
2015,"Ivo",2000,"1","männlich",1,1
2015,"Ivo (Jackson)",2014,"1","männlich",1,1
2015,"Ivor of white Sparkle",2010,"1","männlich",1,1
2015,"Ivy",2009,"2","weiblich",2,1
2015,"Ivy",2012,"2","weiblich",2,1
2015,"Ivy",2013,"2","weiblich",2,1
2015,"Ivy (Qena von Ciney)",2012,"2","weiblich",2,1
2015,"Iwa",2013,"2","weiblich",2,1
2015,"Iwa des seigneurs d'orient",2013,"2","weiblich",2,1
2015,"Iwan",2001,"1","männlich",1,1
2015,"Izzy",2012,"2","weiblich",2,1
2015,"Izzy",2014,"2","weiblich",2,1
2015,"J.J.",2006,"1","männlich",1,1
2015,"JFK",2003,"1","männlich",1,1
2015,"JJ (Jack Junior)",2012,"1","männlich",1,1
2015,"Jabba",2002,"1","männlich",1,1
2015,"Jabba",2010,"2","weiblich",2,1
2015,"Jabi",2012,"1","männlich",1,1
2015,"Jack",2000,"1","männlich",1,1
2015,"Jack",2001,"1","männlich",1,1
2015,"Jack",2003,"1","männlich",1,2
2015,"Jack",2004,"1","männlich",1,1
2015,"Jack",2005,"1","männlich",1,1
2015,"Jack",2007,"1","männlich",1,1
2015,"Jack",2009,"1","männlich",1,1
2015,"Jack",2010,"1","männlich",1,5
2015,"Jack",2011,"1","männlich",1,2
2015,"Jack",2012,"1","männlich",1,1
2015,"Jack",2013,"1","männlich",1,3
2015,"Jack Mack's Jo-Idwal",2013,"1","männlich",1,1
2015,"Jack Mingan",2009,"1","männlich",1,1
2015,"Jack White",2014,"1","männlich",1,1
2015,"Jackie",2002,"2","weiblich",2,1
2015,"Jackie",2007,"2","weiblich",2,1
2015,"Jackie",2008,"2","weiblich",2,1
2015,"Jackie",2009,"1","männlich",1,1
2015,"Jackj",2006,"1","männlich",1,1
2015,"Jacko",2010,"1","männlich",1,1
2015,"Jackson",2014,"1","männlich",1,1
2015,"Jackson",2015,"1","männlich",1,1
2015,"Jackson (Victory)",2009,"1","männlich",1,1
2015,"Jacky",2002,"1","männlich",1,1
2015,"Jacky",2004,"1","männlich",1,1
2015,"Jacky",2006,"1","männlich",1,1
2015,"Jacky",2007,"1","männlich",1,2
2015,"Jacky",2008,"2","weiblich",2,1
2015,"Jacky",2010,"1","männlich",1,1
2015,"Jacky",2011,"1","männlich",1,1
2015,"Jacky",2013,"1","männlich",1,2
2015,"Jacky",2013,"2","weiblich",2,1
2015,"Jacky",2014,"1","männlich",1,1
2015,"Jacky",2014,"2","weiblich",2,1
2015,"Jacky (Milly)",2014,"2","weiblich",2,1
2015,"Jacky Junior",2011,"1","männlich",1,1
2015,"Jacomo",2007,"1","männlich",1,1
2015,"Jacy",1999,"1","männlich",1,1
2015,"Jade",2013,"2","weiblich",2,1
2015,"Jaga",1999,"2","weiblich",2,1
2015,"Jagi",2009,"1","männlich",1,1
2015,"Jago",2010,"1","männlich",1,1
2015,"Jago (Quasi)",2012,"1","männlich",1,1
2015,"Jaiko",2009,"1","männlich",1,1
2015,"Jaime",2005,"1","männlich",1,1
2015,"Jake",2013,"1","männlich",1,1
2015,"Jake (Timo)",2014,"1","männlich",1,1
2015,"Jake (Valmy)",2009,"1","männlich",1,1
2015,"Jako",2014,"1","männlich",1,1
2015,"Jala",2009,"2","weiblich",2,1
2015,"Jala",2015,"2","weiblich",2,1
2015,"Jamba",2012,"2","weiblich",2,1
2015,"Jambo",2004,"1","männlich",1,1
2015,"Jambo",2007,"1","männlich",1,1
2015,"Jambo (Troll Belaja)",2003,"1","männlich",1,1
2015,"Jambo (Winston)",2014,"1","männlich",1,1
2015,"James",2003,"1","männlich",1,1
2015,"James",2006,"1","männlich",1,1
2015,"James",2012,"1","männlich",1,1
2015,"James Dean",2013,"1","männlich",1,1
2015,"Jamie",2006,"2","weiblich",2,1
2015,"Jamie",2010,"1","männlich",1,1
2015,"Jamie",2011,"2","weiblich",2,1
2015,"Jamie (Classic Coco Chanel)",2010,"2","weiblich",2,1
2015,"Jamila",2012,"2","weiblich",2,1
2015,"Jamina",2010,"2","weiblich",2,1
2015,"Jamiro",2006,"1","männlich",1,1
2015,"Jampa",1999,"2","weiblich",2,1
2015,"Jamy",2013,"1","männlich",1,1
2015,"Jana",2003,"2","weiblich",2,1
2015,"Jana",2005,"2","weiblich",2,1
2015,"Jana",2006,"2","weiblich",2,1
2015,"Jana",2011,"2","weiblich",2,1
2015,"Jana",2012,"2","weiblich",2,1
2015,"Jane",2011,"2","weiblich",2,1
2015,"Jango",2007,"2","weiblich",2,1
2015,"Janka",2009,"2","weiblich",2,1
2015,"Janka",2011,"2","weiblich",2,1
2015,"Janna",2003,"2","weiblich",2,1
2015,"Janna",2007,"2","weiblich",2,1
2015,"Janne",2005,"1","männlich",1,1
2015,"Janni",2003,"2","weiblich",2,1
2015,"Janosch",2002,"1","männlich",1,1
2015,"Janosch",2007,"1","männlich",1,1
2015,"Janosch",2010,"1","männlich",1,1
2015,"Janosh",2000,"1","männlich",1,1
2015,"Jara",2003,"2","weiblich",2,1
2015,"Jarmusch",2002,"1","männlich",1,1
2015,"Jaro (Jérome)",2010,"1","männlich",1,1
2015,"Jaron",2004,"1","männlich",1,1
2015,"Jascha",2002,"1","männlich",1,1
2015,"Jashko Elay",2013,"1","männlich",1,1
2015,"Jasmin",2008,"2","weiblich",2,1
2015,"Jasmina",1999,"2","weiblich",2,1
2015,"Jasmine",2012,"2","weiblich",2,1
2015,"Jason",2006,"1","männlich",1,1
2015,"Jasper Namid",2009,"1","männlich",1,1
2015,"Jasper/Jimy Coo",2011,"1","männlich",1,1
2015,"Jassu",2004,"1","männlich",1,1
2015,"Jasty",2011,"1","männlich",1,1
2015,"Java",2003,"2","weiblich",2,1
2015,"Jay",2006,"1","männlich",1,1
2015,"Jay",2012,"1","männlich",1,1
2015,"Jay",2015,"2","weiblich",2,1
2015,"Jay (Dallas)",2008,"1","männlich",1,1
2015,"Jay Jay (Aladin Rasselbande)",2011,"1","männlich",1,1
2015,"Jay-J",2008,"1","männlich",1,1
2015,"Jaycee",2004,"1","männlich",1,1
2015,"Jayden",2014,"1","männlich",1,1
2015,"Jayjay",2004,"1","männlich",1,1
2015,"Jayjay",2014,"1","männlich",1,1
2015,"Jazz",1998,"1","männlich",1,1
2015,"Jazz",2004,"2","weiblich",2,1
2015,"Jazz",2009,"1","männlich",1,1
2015,"Jazz",2012,"1","männlich",1,1
2015,"Jazz",2013,"1","männlich",1,1
2015,"Jazzy",2003,"1","männlich",1,1
2015,"Jeames",2014,"1","männlich",1,1
2015,"Jeannie",2003,"2","weiblich",2,1
2015,"Jeanny",2001,"2","weiblich",2,1
2015,"Jeanny",2006,"2","weiblich",2,1
2015,"Jebo",2012,"1","männlich",1,1
2015,"Jeckie",2004,"2","weiblich",2,1
2015,"Jeffrey",2008,"1","männlich",1,1
2015,"Jeki",2008,"1","männlich",1,1
2015,"Jella v. Hofmannstal",2011,"2","weiblich",2,1
2015,"Jemie",2005,"1","männlich",1,1
2015,"Jemma",2014,"2","weiblich",2,1
2015,"Jengo",2011,"1","männlich",1,1
2015,"Jenni",2012,"2","weiblich",2,1
2015,"Jennifer",2010,"2","weiblich",2,1
2015,"Jenny",1997,"2","weiblich",2,1
2015,"Jenny",2001,"2","weiblich",2,2
2015,"Jenny",2004,"2","weiblich",2,1
2015,"Jenny",2011,"2","weiblich",2,1
2015,"Jenny",2012,"2","weiblich",2,1
2015,"Jepi",1998,"1","männlich",1,1
2015,"Jerome",2005,"1","männlich",1,1
2015,"Jerrry",2008,"1","männlich",1,1
2015,"Jerry",2002,"1","männlich",1,2
2015,"Jerry",2002,"2","weiblich",2,1
2015,"Jerry",2003,"1","männlich",1,2
2015,"Jerry",2004,"1","männlich",1,2
2015,"Jerry",2006,"1","männlich",1,2
2015,"Jerry",2011,"1","männlich",1,2
2015,"Jerry",2013,"1","männlich",1,2
2015,"Jerry (Gary)",2009,"1","männlich",1,1
2015,"Jerry Lee (Sabor)",2005,"1","männlich",1,1
2015,"Jerry-Lee vom Hoppiho",2010,"1","männlich",1,1
2015,"Jesinka",2009,"2","weiblich",2,1
2015,"Jessi",2005,"2","weiblich",2,1
2015,"Jessi",2010,"1","männlich",1,1
2015,"Jessi",2011,"2","weiblich",2,1
2015,"Jessica",2010,"2","weiblich",2,1
2015,"Jessie",2014,"2","weiblich",2,1
2015,"Jessy",2000,"2","weiblich",2,1
2015,"Jessy",2001,"2","weiblich",2,1
2015,"Jessy",2002,"2","weiblich",2,2
2015,"Jessy",2006,"2","weiblich",2,1
2015,"Jessy",2007,"2","weiblich",2,1
2015,"Jessy",2009,"2","weiblich",2,2
2015,"Jessy",2010,"2","weiblich",2,1
2015,"Jessy",2013,"2","weiblich",2,1
2015,"Jessy",2014,"2","weiblich",2,2
2015,"Jester (Jarod)",2007,"1","männlich",1,1
2015,"Jesy",2011,"2","weiblich",2,1
2015,"Jetta",2009,"2","weiblich",2,1
2015,"Jhuga Jendayi",2013,"2","weiblich",2,1
2015,"Jill",2006,"2","weiblich",2,2
2015,"Jill",2013,"2","weiblich",2,1
2015,"Jimbo",2010,"1","männlich",1,1
2015,"Jimbob",2005,"1","männlich",1,1
2015,"Jimi",2012,"1","männlich",1,1
2015,"Jimmy",2000,"1","männlich",1,1
2015,"Jimmy",2002,"1","männlich",1,2
2015,"Jimmy",2005,"1","männlich",1,3
2015,"Jimmy",2009,"2","weiblich",2,1
2015,"Jimmy",2013,"1","männlich",1,1
2015,"Jimmy",2014,"1","männlich",1,1
2015,"Jimy",2004,"1","männlich",1,1
2015,"Jin",2009,"1","männlich",1,1
2015,"Jin",2014,"1","männlich",1,1
2015,"Jina",2007,"2","weiblich",2,1
2015,"Jinny",2003,"2","weiblich",2,1
2015,"Jinxie",2004,"2","weiblich",2,1
2015,"Jiro",2014,"1","männlich",1,1
2015,"Jkos",2007,"1","männlich",1,1
2015,"Jlla",2006,"2","weiblich",2,1
2015,"Jllail",2015,"1","männlich",1,1
2015,"Jnaara",2000,"2","weiblich",2,1
2015,"Jnga",2004,"2","weiblich",2,1
2015,"Jnka",2006,"2","weiblich",2,1
2015,"Jo",2004,"2","weiblich",2,1
2015,"Jo-u (Qaribah)",2010,"2","weiblich",2,1
2015,"Jocko",2013,"1","männlich",1,1
2015,"Jodie",2008,"2","weiblich",2,1
2015,"Jodie (Queen vom Maiengrün)",2012,"2","weiblich",2,1
2015,"Joe",1999,"1","männlich",1,1
2015,"Joe",2006,"1","männlich",1,1
2015,"Joey",2002,"1","männlich",1,1
2015,"Joey",2006,"2","weiblich",2,1
2015,"Joey",2014,"1","männlich",1,1
2015,"Joggeli",2011,"1","männlich",1,1
2015,"John",2009,"1","männlich",1,1
2015,"John",2011,"1","männlich",1,1
2015,"John",2014,"1","männlich",1,1
2015,"John Lennon",2005,"1","männlich",1,1
2015,"John Wayne",2008,"1","männlich",1,1
2015,"Johnnie",2003,"1","männlich",1,1
2015,"Johny (Flynt)",2014,"1","männlich",1,1
2015,"Joia",2007,"2","weiblich",2,1
2015,"Jojo",2012,"2","weiblich",2,1
2015,"Joker",2004,"2","weiblich",2,1
2015,"Joker",2009,"1","männlich",1,1
2015,"Joker",2010,"1","männlich",1,1
2015,"Joker",2014,"1","männlich",1,1
2015,"Jole (Dixie)",2005,"2","weiblich",2,1
2015,"Jolie",2007,"2","weiblich",2,1
2015,"Jolie",2011,"2","weiblich",2,1
2015,"Jolie (I am Incredible)",2009,"2","weiblich",2,1
2015,"Jolly",2004,"2","weiblich",2,1
2015,"Jolly Joker(Andromeda zVesmir)",2009,"2","weiblich",2,1
2015,"Jona",1999,"2","weiblich",2,1
2015,"Jongo",2010,"1","männlich",1,1
2015,"Jonni",2003,"1","männlich",1,1
2015,"Jonny",2002,"1","männlich",1,1
2015,"Jonny",2009,"1","männlich",1,1
2015,"Jonny",2015,"1","männlich",1,1
2015,"Joopi",2003,"1","männlich",1,1
2015,"Joschi",2004,"1","männlich",1,1
2015,"Joschi (Hanibal)",2013,"1","männlich",1,1
2015,"Joschy",1998,"1","männlich",1,1
2015,"Josco",2010,"1","männlich",1,1
2015,"Jose",2009,"1","männlich",1,1
2015,"Josepha (Josie)",2015,"2","weiblich",2,1
2015,"Josh",2009,"1","männlich",1,1
2015,"Josh",2012,"1","männlich",1,1
2015,"Joshi",2007,"1","männlich",1,1
2015,"Joshy",2000,"2","weiblich",2,1
2015,"Josie",2008,"2","weiblich",2,1
2015,"Jossie",1998,"2","weiblich",2,1
2015,"Josy",2003,"2","weiblich",2,1
2015,"Josy",2013,"2","weiblich",2,1
2015,"Josy (Joyful)",2008,"2","weiblich",2,1
2015,"Jouching",2002,"1","männlich",1,1
2015,"Joujou",2010,"2","weiblich",2,1
2015,"Jouly",2001,"2","weiblich",2,1
2015,"Joy",1999,"2","weiblich",2,1
2015,"Joy",2000,"1","männlich",1,1
2015,"Joy",2002,"2","weiblich",2,1
2015,"Joy",2003,"2","weiblich",2,1
2015,"Joy",2005,"2","weiblich",2,1
2015,"Joy",2006,"1","männlich",1,2
2015,"Joy",2006,"2","weiblich",2,1
2015,"Joy",2007,"2","weiblich",2,1
2015,"Joy",2009,"2","weiblich",2,1
2015,"Joy",2014,"2","weiblich",2,1
2015,"Joy Carina (Rosa)",2007,"2","weiblich",2,1
2015,"Joy Hannah (Ursina)",1999,"2","weiblich",2,1
2015,"Joy Pamine des Petits Coquin",2008,"2","weiblich",2,1
2015,"Joy-Roxane",2012,"2","weiblich",2,1
2015,"Joya",2001,"2","weiblich",2,1
2015,"Joya",2002,"2","weiblich",2,1
2015,"Joya",2003,"2","weiblich",2,3
2015,"Joya",2006,"2","weiblich",2,2
2015,"Joya",2007,"2","weiblich",2,2
2015,"Joya",2008,"2","weiblich",2,2
2015,"Joya",2009,"2","weiblich",2,1
2015,"Joya",2014,"2","weiblich",2,1
2015,"Joya (Akira)",2012,"2","weiblich",2,1
2015,"Joyce",2010,"2","weiblich",2,1
2015,"Joyce (vom Lacheren)",2009,"2","weiblich",2,1
2015,"Jsa",2001,"2","weiblich",2,1
2015,"Jsani",2002,"2","weiblich",2,1
2015,"Jsha",2007,"2","weiblich",2,1
2015,"Jsis",2009,"2","weiblich",2,1
2015,"Juan",2010,"1","männlich",1,1
2015,"Judy",2000,"2","weiblich",2,1
2015,"Juju",2003,"2","weiblich",2,1
2015,"Juju",2014,"2","weiblich",2,1
2015,"Jukan",2007,"1","männlich",1,1
2015,"Julchen (Luhris Hetty)",2007,"2","weiblich",2,1
2015,"Jule",2007,"2","weiblich",2,1
2015,"Jules",2004,"1","männlich",1,1
2015,"Juli (Riversqueen's Cattleya)",2012,"2","weiblich",2,1
2015,"Julia",2010,"2","weiblich",2,1
2015,"Julie",2003,"2","weiblich",2,1
2015,"Julie",2006,"2","weiblich",2,1
2015,"Julie",2010,"2","weiblich",2,1
2015,"Julie (Amy-Jo)",2009,"2","weiblich",2,1
2015,"Julie (Rudy)",2006,"2","weiblich",2,1
2015,"Julie de Praz de flou",2008,"2","weiblich",2,1
2015,"Julieta",2010,"2","weiblich",2,1
2015,"Julieta",2011,"2","weiblich",2,1
2015,"Julinka",2004,"2","weiblich",2,1
2015,"Julio",2014,"1","männlich",1,1
2015,"Julissa",2007,"2","weiblich",2,1
2015,"Julon (Jasper-Julon Büffelbo.)",2012,"1","männlich",1,1
2015,"July",2002,"2","weiblich",2,1
2015,"Juma",2010,"2","weiblich",2,1
2015,"Jumaira's Pensy",2010,"2","weiblich",2,1
2015,"Jumaira's Sushi",2006,"1","männlich",1,1
2015,"Jumo",2011,"1","männlich",1,1
2015,"Juna",2013,"2","weiblich",2,1
2015,"Juna",2015,"2","weiblich",2,1
