"StichtagDatJahr","HundenameText","GebDatHundJahr","SexHundCd","SexHundLang","SexHundSort","AnzHunde"
2020,"Ikaru-Ciccio",2013,"1","männlich",1,1
2020,"Ikarus",2008,"1","männlich",1,1
2020,"Ikarus",2015,"1","männlich",1,1
2020,"Ikigai vom gelben Diamant",2018,"1","männlich",1,1
2020,"Ikozou",2011,"2","weiblich",2,1
2020,"Iloana",2016,"2","weiblich",2,1
2020,"Iloy lupiter v. Hentschenried",2016,"1","männlich",1,1
2020,"Iluq (Nica von Kupferschmiede)",2011,"2","weiblich",2,1
2020,"Ima",2006,"2","weiblich",2,1
2020,"Ima (Wilma)",2016,"2","weiblich",2,1
2020,"Imala",2013,"2","weiblich",2,1
2020,"Imala",2017,"2","weiblich",2,1
2020,"Imea",2018,"2","weiblich",2,1
2020,"Imperator von Hartenfels",2011,"1","männlich",1,1
2020,"Ina",2017,"2","weiblich",2,1
2020,"Inaara",2009,"2","weiblich",2,1
2020,"Inca",2007,"2","weiblich",2,1
2020,"Inca (Brenda)",2016,"2","weiblich",2,1
2020,"India",2005,"2","weiblich",2,2
2020,"India",2019,"2","weiblich",2,1
2020,"Indiana-Vicco",2017,"1","männlich",1,1
2020,"Indie",2009,"2","weiblich",2,1
2020,"Indie",2016,"2","weiblich",2,1
2020,"Indigo",2011,"2","weiblich",2,1
2020,"Indigo",2017,"1","männlich",1,1
2020,"Indigo (Quiro-Gjango)",2019,"1","männlich",1,1
2020,"Indira Girl of Taiga's Dream",2012,"2","weiblich",2,1
2020,"Indy",2014,"2","weiblich",2,1
2020,"Indy",2019,"2","weiblich",2,1
2020,"Indy (Arkadia)",2013,"2","weiblich",2,1
2020,"Ingi (Topsi von Ebenland)",2015,"2","weiblich",2,1
2020,"Ingo",2016,"1","männlich",1,1
2020,"Inja (von Ciney)",2007,"2","weiblich",2,1
2020,"Inka",2013,"2","weiblich",2,1
2020,"Inka",2014,"2","weiblich",2,1
2020,"Inola (Dixxi)",2015,"2","weiblich",2,1
2020,"Inouk",2012,"1","männlich",1,1
2020,"Inouk Yoshi",2017,"1","männlich",1,1
2020,"Insta",2018,"2","weiblich",2,1
2020,"Inu",2002,"1","männlich",1,1
2020,"Inyima",2013,"2","weiblich",2,1
2020,"Iota",2013,"2","weiblich",2,1
2020,"Ipee-Iskko",2018,"1","männlich",1,1
2020,"Ipo",2005,"2","weiblich",2,1
2020,"Ipsy",2006,"2","weiblich",2,1
2020,"Ira",2008,"2","weiblich",2,1
2020,"Ira",2015,"2","weiblich",2,1
2020,"Iraya",2009,"2","weiblich",2,1
2020,"Iris",2009,"2","weiblich",2,1
2020,"Iris",2013,"2","weiblich",2,1
2020,"Iris",2015,"2","weiblich",2,2
2020,"Iris",2016,"2","weiblich",2,1
2020,"Irk",2009,"1","männlich",1,1
2020,"Irma",2007,"2","weiblich",2,1
2020,"Irma",2012,"2","weiblich",2,1
2020,"Irma",2013,"2","weiblich",2,1
2020,"Iron",2012,"1","männlich",1,1
2020,"Isa",2008,"2","weiblich",2,1
2020,"Isaac (Oregon Golden Kennel)",2018,"1","männlich",1,1
2020,"Isbjorn",2017,"1","männlich",1,1
2020,"Ischa",2005,"2","weiblich",2,1
2020,"Ischla",2013,"2","weiblich",2,1
2020,"Isco",2019,"1","männlich",1,1
2020,"Isha vom Ricken",2018,"2","weiblich",2,1
2020,"Isi",2009,"1","männlich",1,1
2020,"Isis",2013,"2","weiblich",2,1
2020,"Iska (Ilmatar von Mainikka)",2015,"2","weiblich",2,1
2020,"Isla",2016,"2","weiblich",2,1
2020,"Isom",2006,"2","weiblich",2,1
2020,"Isy",2010,"1","männlich",1,1
2020,"Itty",2008,"2","weiblich",2,1
2020,"Ituma",2011,"2","weiblich",2,1
2020,"Iva",2012,"2","weiblich",2,1
2020,"Ivana",2016,"2","weiblich",2,1
2020,"Ivo",2012,"1","männlich",1,1
2020,"Ivor of white Sparkle",2010,"1","männlich",1,1
2020,"Ivy",2009,"2","weiblich",2,1
2020,"Ivy",2012,"2","weiblich",2,1
2020,"Ivy",2013,"2","weiblich",2,2
2020,"Ivy",2017,"2","weiblich",2,1
2020,"Ivy",2018,"2","weiblich",2,1
2020,"Ivy (You'r My Sunshine)",2016,"2","weiblich",2,1
2020,"Iwa des seigneurs d'orient",2013,"2","weiblich",2,1
2020,"Iwo",2017,"1","männlich",1,1
2020,"Izabella",2008,"2","weiblich",2,1
2020,"Izas",2018,"2","weiblich",2,1
2020,"Izzy",2009,"2","weiblich",2,1
2020,"Izzy",2012,"2","weiblich",2,1
2020,"J.D.",2016,"1","männlich",1,1
2020,"J.J.",2006,"1","männlich",1,1
2020,"JJ-Meeko",2015,"1","männlich",1,1
2020,"Jabba",2010,"2","weiblich",2,1
2020,"Jabba",2017,"2","weiblich",2,1
2020,"Jabbo",2014,"1","männlich",1,1
2020,"Jabi",2012,"1","männlich",1,1
2020,"Jack",2003,"1","männlich",1,1
2020,"Jack",2005,"1","männlich",1,1
2020,"Jack",2006,"1","männlich",1,1
2020,"Jack",2010,"1","männlich",1,4
2020,"Jack",2011,"1","männlich",1,2
2020,"Jack",2013,"1","männlich",1,1
2020,"Jack",2014,"1","männlich",1,2
2020,"Jack",2015,"1","männlich",1,2
2020,"Jack",2016,"1","männlich",1,2
2020,"Jack",2017,"1","männlich",1,1
2020,"Jack",2018,"1","männlich",1,3
2020,"Jack",2019,"1","männlich",1,3
2020,"Jack (Tango)",2017,"1","männlich",1,1
2020,"Jack Gandalf",2018,"1","männlich",1,1
2020,"Jack Mack's Jo-Idwal",2013,"1","männlich",1,1
2020,"Jack Mingan",2009,"1","männlich",1,1
2020,"Jackie",2007,"2","weiblich",2,1
2020,"Jackie",2009,"1","männlich",1,1
2020,"Jackie",2013,"1","männlich",1,1
2020,"Jackie",2015,"2","weiblich",2,1
2020,"Jackie",2016,"2","weiblich",2,1
2020,"Jackson",2016,"1","männlich",1,1
2020,"Jacky",2002,"1","männlich",1,1
2020,"Jacky",2006,"1","männlich",1,2
2020,"Jacky",2007,"1","männlich",1,3
2020,"Jacky",2008,"2","weiblich",2,1
2020,"Jacky",2010,"2","weiblich",2,1
2020,"Jacky",2013,"1","männlich",1,1
2020,"Jacky",2014,"2","weiblich",2,2
2020,"Jacky",2015,"1","männlich",1,2
2020,"Jacky",2016,"1","männlich",1,2
2020,"Jacky",2017,"1","männlich",1,2
2020,"Jacky",2018,"1","männlich",1,1
2020,"Jacky",2019,"1","männlich",1,1
2020,"Jacky Junior",2011,"1","männlich",1,1
2020,"Jaco de Ubbadat",2017,"1","männlich",1,1
2020,"Jacob",2016,"1","männlich",1,1
2020,"Jacomo",2007,"1","männlich",1,1
2020,"Jada",2014,"2","weiblich",2,1
2020,"Jade",2013,"2","weiblich",2,1
2020,"Jade",2014,"2","weiblich",2,1
2020,"Jagi",2009,"1","männlich",1,1
2020,"Jago",2010,"1","männlich",1,1
2020,"Jago (Quasi)",2012,"1","männlich",1,1
2020,"Jaika",2016,"2","weiblich",2,1
2020,"Jaime",2018,"1","männlich",1,1
2020,"Jake",2013,"1","männlich",1,2
2020,"Jake (Koda)",2019,"1","männlich",1,1
2020,"Jake (Timo)",2014,"1","männlich",1,1
2020,"Jake (Valmy)",2009,"1","männlich",1,1
2020,"Jakson",2009,"1","männlich",1,1
2020,"Jala",2009,"2","weiblich",2,1
2020,"Jala",2015,"2","weiblich",2,1
2020,"Jambo",2007,"1","männlich",1,1
2020,"Jambo",2018,"1","männlich",1,2
2020,"Jambo (Winston)",2014,"1","männlich",1,1
2020,"James",2012,"1","männlich",1,1
2020,"James",2015,"1","männlich",1,1
2020,"James",2017,"1","männlich",1,1
2020,"James",2019,"1","männlich",1,1
2020,"James Dean",2013,"1","männlich",1,1
2020,"Jamica",2015,"2","weiblich",2,1
2020,"Jamie",2006,"2","weiblich",2,1
2020,"Jamie",2007,"1","männlich",1,1
2020,"Jamie",2010,"1","männlich",1,1
2020,"Jamie",2011,"2","weiblich",2,1
2020,"Jamie",2015,"2","weiblich",2,1
2020,"Jamie",2016,"1","männlich",1,1
2020,"Jamie",2017,"1","männlich",1,1
2020,"Jamila",2012,"2","weiblich",2,1
2020,"Jamira",2007,"2","weiblich",2,1
2020,"Jamiro",2006,"1","männlich",1,1
2020,"Jamy",2013,"1","männlich",1,1
2020,"Jana",2011,"2","weiblich",2,1
2020,"Jana",2012,"2","weiblich",2,1
2020,"Jana",2019,"2","weiblich",2,1
2020,"Jane",2011,"2","weiblich",2,1
2020,"Jane",2016,"2","weiblich",2,1
2020,"Jango",2016,"1","männlich",1,1
2020,"Jango-Gino vom Zwärgehüsli",2019,"1","männlich",1,1
2020,"Janka",2011,"2","weiblich",2,1
2020,"Janna",2007,"2","weiblich",2,1
2020,"Jannis Joplin",2005,"2","weiblich",2,1
2020,"Janosch",2010,"1","männlich",1,1
2020,"Janosch",2013,"1","männlich",1,1
2020,"Janosch (Miro)",2017,"1","männlich",1,1
2020,"Jantar",2017,"1","männlich",1,1
2020,"Jara",2013,"2","weiblich",2,1
2020,"Jaro",2017,"1","männlich",1,1
2020,"Jaro",2018,"1","männlich",1,1
2020,"Jaro (Jérome)",2010,"1","männlich",1,1
2020,"Jaro v. Weinbergblick",2019,"1","männlich",1,1
2020,"Jashi (Jamie vom Hause Globi)",2018,"1","männlich",1,1
2020,"Jashko Elay",2013,"1","männlich",1,1
2020,"Jasira",2016,"2","weiblich",2,1
2020,"Jasmine",2012,"2","weiblich",2,1
2020,"Jasper",2016,"1","männlich",1,1
2020,"Jasper",2018,"1","männlich",1,1
2020,"Jasper Namid",2009,"1","männlich",1,1
2020,"Jasper/Jimy Coo",2011,"1","männlich",1,1
2020,"Jasty",2011,"1","männlich",1,1
2020,"Java",2010,"2","weiblich",2,1
2020,"Java",2017,"2","weiblich",2,1
2020,"Jax",2017,"1","männlich",1,1
2020,"Jay",2017,"2","weiblich",2,1
2020,"Jay Jay",2019,"1","männlich",1,1
2020,"Jay-J",2008,"1","männlich",1,1
2020,"Jaya",2013,"2","weiblich",2,1
2020,"Jayalakshmi",2013,"2","weiblich",2,1
2020,"Jayjay",2004,"1","männlich",1,1
2020,"Jazz",2012,"1","männlich",1,1
2020,"Jazz",2013,"1","männlich",1,1
2020,"Jazz",2015,"1","männlich",1,1
2020,"Jazzy",2003,"1","männlich",1,1
2020,"Jeames",2014,"1","männlich",1,1
2020,"Jeanne D'Arc",2019,"2","weiblich",2,1
2020,"Jeanny",2013,"2","weiblich",2,1
2020,"Jeanny",2014,"2","weiblich",2,1
2020,"Jeckie",2004,"2","weiblich",2,1
2020,"Jeery",2017,"1","männlich",1,1
2020,"Jeeva (Hunting friend)",2014,"1","männlich",1,1
2020,"Jeff",2017,"1","männlich",1,1
2020,"Jeffrey",2008,"1","männlich",1,1
2020,"Jeffrey",2018,"1","männlich",1,1
2020,"Jejky",2019,"1","männlich",1,1
2020,"Jeki",2008,"1","männlich",1,1
2020,"Jella v. Hofmannstal",2011,"2","weiblich",2,1
2020,"Jelly",2012,"2","weiblich",2,1
2020,"Jelly",2017,"2","weiblich",2,1
2020,"Jem",2014,"1","männlich",1,1
2020,"Jemie",2005,"1","männlich",1,1
2020,"Jengo",2011,"1","männlich",1,1
2020,"Jenna",2017,"2","weiblich",2,1
2020,"Jenna Grafschaft Toggenburg",2017,"2","weiblich",2,1
2020,"Jennifer",2010,"2","weiblich",2,1
2020,"Jenny",2011,"2","weiblich",2,2
2020,"Jenny",2012,"2","weiblich",2,1
2020,"Jenny",2013,"2","weiblich",2,1
2020,"Jenny (Ombra)",2016,"2","weiblich",2,1
2020,"Jeramo",2009,"1","männlich",1,1
2020,"Jero",2017,"1","männlich",1,1
2020,"Jerry",2006,"1","männlich",1,1
2020,"Jerry",2011,"1","männlich",1,2
2020,"Jerry",2013,"1","männlich",1,2
2020,"Jerry",2016,"1","männlich",1,2
2020,"Jerry (Gary)",2009,"1","männlich",1,1
2020,"Jerry-Lee vom Hoppiho",2010,"1","männlich",1,1
2020,"Jess",2013,"2","weiblich",2,1
2020,"Jesse",2008,"2","weiblich",2,1
2020,"Jesse",2010,"2","weiblich",2,1
2020,"Jesse",2013,"1","männlich",1,1
2020,"Jessi",2005,"2","weiblich",2,1
2020,"Jessi",2010,"1","männlich",1,1
2020,"Jessi",2011,"2","weiblich",2,1
2020,"Jessie",2017,"2","weiblich",2,1
2020,"Jessie von Kopfrein",2016,"2","weiblich",2,1
2020,"Jessy",2002,"2","weiblich",2,1
2020,"Jessy",2009,"2","weiblich",2,2
2020,"Jessy",2012,"2","weiblich",2,1
2020,"Jessy",2013,"2","weiblich",2,1
2020,"Jessy",2014,"2","weiblich",2,1
2020,"Jessy (Yatzy)",2016,"2","weiblich",2,1
2020,"Jester",2015,"1","männlich",1,1
2020,"Jester (Jarod)",2007,"1","männlich",1,1
2020,"Jesy",2011,"2","weiblich",2,1
2020,"Jetta",2009,"2","weiblich",2,1
2020,"Jewel",2014,"2","weiblich",2,1
2020,"Jezebel",2009,"2","weiblich",2,1
2020,"Jhuga Jendayi",2013,"2","weiblich",2,1
2020,"Jill",2006,"2","weiblich",2,2
2020,"Jim",2016,"1","männlich",1,1
2020,"Jim Beam",2016,"1","männlich",1,1
2020,"Jimbo",2010,"1","männlich",1,1
2020,"Jimbob",2005,"1","männlich",1,1
2020,"Jimi",2010,"1","männlich",1,1
2020,"Jimmi",2019,"1","männlich",1,1
2020,"Jimmy",2004,"1","männlich",1,1
2020,"Jimmy",2005,"1","männlich",1,1
2020,"Jimmy",2008,"1","männlich",1,1
2020,"Jimmy",2009,"1","männlich",1,1
2020,"Jimmy",2009,"2","weiblich",2,1
2020,"Jimmy",2014,"1","männlich",1,2
2020,"Jimmy",2015,"1","männlich",1,1
2020,"Jimmy",2016,"1","männlich",1,4
2020,"Jimmy",2019,"1","männlich",1,2
2020,"Jimpa",2019,"1","männlich",1,1
2020,"Jin",2009,"1","männlich",1,1
2020,"Jin",2014,"1","männlich",1,1
2020,"Jina",2007,"2","weiblich",2,1
2020,"Jiny",2013,"2","weiblich",2,1
2020,"Jireeh",2009,"1","männlich",1,1
2020,"Jiri-Bacco",2019,"1","männlich",1,1
2020,"Jive-Riverdance",2018,"1","männlich",1,1
2020,"Jlia",2018,"2","weiblich",2,1
2020,"Jllail",2015,"1","männlich",1,1
2020,"Jndi du Rocher de la Barmaz",2017,"1","männlich",1,1
2020,"Jo-u (Qaribah)",2010,"2","weiblich",2,1
2020,"Joaninha",2015,"2","weiblich",2,1
2020,"Jocko",2013,"1","männlich",1,1
2020,"Joda",2014,"1","männlich",1,1
2020,"Jodie (Queen vom Maiengrün)",2012,"2","weiblich",2,1
2020,"Joe",2009,"1","männlich",1,1
2020,"Joe",2019,"2","weiblich",2,1
2020,"Joelle",2014,"2","weiblich",2,1
2020,"Joey",2014,"1","männlich",1,1
2020,"Joey Cocker",2013,"1","männlich",1,1
2020,"Joggeli",2011,"1","männlich",1,1
2020,"John",2009,"1","männlich",1,1
2020,"John",2011,"1","männlich",1,1
2020,"John",2014,"1","männlich",1,1
2020,"John Wayne",2008,"1","männlich",1,1
2020,"Johnny",2006,"1","männlich",1,1
2020,"Johnny",2014,"1","männlich",1,1
2020,"Johnny",2015,"1","männlich",1,1
2020,"Johnny",2016,"1","männlich",1,1
2020,"Johnny",2019,"1","männlich",1,1
2020,"Johnny (Till)",2018,"1","männlich",1,1
2020,"Johnny Walker",2015,"1","männlich",1,1
2020,"Johny",2018,"1","männlich",1,1
2020,"Joker",2010,"1","männlich",1,1
2020,"Joker",2015,"1","männlich",1,1
2020,"Joker",2019,"1","männlich",1,1
2020,"Jolie",2008,"2","weiblich",2,1
2020,"Jolie (I am Incredible)",2009,"2","weiblich",2,1
2020,"Jolly Joline",2018,"2","weiblich",2,1
2020,"Jonah",2017,"1","männlich",1,1
2020,"Jonas",2017,"1","männlich",1,1
2020,"Jongo",2010,"1","männlich",1,1
2020,"Joni",2018,"1","männlich",1,1
2020,"Jonny",2009,"1","männlich",1,1
2020,"Jonny",2017,"1","männlich",1,1
2020,"Jonny vom Weierdamm",2011,"1","männlich",1,1
2020,"Jorah",2018,"1","männlich",1,1
2020,"Joschi (Hanibal)",2013,"1","männlich",1,1
2020,"Joschi (Ikarus vom Zürihorn)",2018,"1","männlich",1,1
2020,"Josco",2010,"1","männlich",1,1
2020,"Jose",2009,"1","männlich",1,1
2020,"Josepha (Josie)",2015,"2","weiblich",2,1
2020,"Josh",2009,"1","männlich",1,1
2020,"Josh",2012,"1","männlich",1,1
2020,"Joshi",2007,"1","männlich",1,1
2020,"Josie",2008,"2","weiblich",2,1
2020,"Josie Josephine",2019,"2","weiblich",2,1
2020,"Joujou",2010,"2","weiblich",2,1
2020,"Joy",2005,"2","weiblich",2,1
2020,"Joy",2006,"1","männlich",1,3
2020,"Joy",2009,"2","weiblich",2,1
2020,"Joy",2011,"1","männlich",1,1
2020,"Joy",2011,"2","weiblich",2,1
2020,"Joy",2014,"2","weiblich",2,2
2020,"Joy",2015,"1","männlich",1,1
2020,"Joy",2016,"2","weiblich",2,1
2020,"Joy",2018,"1","männlich",1,2
2020,"Joy",2018,"2","weiblich",2,1
2020,"Joy Pamine des Petits Coquin",2008,"2","weiblich",2,1
2020,"Joy Stella",2018,"2","weiblich",2,1
2020,"Joy vom Lake Valley",2015,"2","weiblich",2,1
2020,"Joy-Roxane",2012,"2","weiblich",2,1
2020,"Joya",2006,"2","weiblich",2,2
2020,"Joya",2007,"2","weiblich",2,2
2020,"Joya",2008,"2","weiblich",2,1
2020,"Joya",2009,"2","weiblich",2,1
2020,"Joya (Akira)",2012,"2","weiblich",2,1
2020,"Joyce",2018,"2","weiblich",2,1
2020,"Joyce (vom Lacheren)",2009,"2","weiblich",2,1
2020,"Joyce's Harmony (Lani)",2010,"2","weiblich",2,1
2020,"Jsis",2009,"2","weiblich",2,1
2020,"Juan",2010,"1","männlich",1,1
2020,"Juanele",2016,"1","männlich",1,1
2020,"Juanito",2019,"1","männlich",1,1
2020,"Juci",2016,"2","weiblich",2,1
2020,"Judy",2009,"2","weiblich",2,1
2020,"Juicy",2010,"2","weiblich",2,1
2020,"Juju",2014,"2","weiblich",2,1
2020,"Juki (Casa)",2018,"2","weiblich",2,1
2020,"Jukka",2017,"1","männlich",1,1
2020,"Julchen (Luhris Hetty)",2007,"2","weiblich",2,1
2020,"Jule",2014,"2","weiblich",2,1
2020,"Jules",2004,"1","männlich",1,1
2020,"Jules Bickel",2017,"2","weiblich",2,1
2020,"Juli",2017,"2","weiblich",2,1
2020,"Juli (Riversqueen's Cattleya)",2012,"2","weiblich",2,1
2020,"Julia",2010,"2","weiblich",2,1
2020,"Julie",2003,"2","weiblich",2,1
2020,"Julie",2010,"2","weiblich",2,1
2020,"Julie",2015,"2","weiblich",2,1
2020,"Julie",2018,"2","weiblich",2,1
2020,"Julie (Rudy)",2006,"2","weiblich",2,1
2020,"Julie de Praz de flou",2008,"2","weiblich",2,1
2020,"Julieta",2010,"2","weiblich",2,1
2020,"Julio",2016,"1","männlich",1,1
2020,"Julius du brave Coeur",2017,"1","männlich",1,1
2020,"Julius vom Dürrdbächlerwald",2016,"1","männlich",1,1
2020,"Julli",2004,"2","weiblich",2,1
2020,"Julon (Jasper-Julon Büffelbo.)",2012,"1","männlich",1,1
2020,"July",2017,"2","weiblich",2,1
2020,"Juma",2010,"2","weiblich",2,1
2020,"Jumo",2011,"1","männlich",1,1
2020,"Juna",2015,"2","weiblich",2,1
2020,"Juna",2018,"2","weiblich",2,1
2020,"June",2017,"2","weiblich",2,1
2020,"June Sunset",2012,"2","weiblich",2,1
2020,"Junior",2008,"1","männlich",1,1
2020,"Junior",2010,"1","männlich",1,1
2020,"Junior",2012,"1","männlich",1,1
2020,"Junior",2017,"1","männlich",1,2
2020,"Junior",2018,"1","männlich",1,1
2020,"Junior",2019,"1","männlich",1,1
2020,"Juno",2015,"1","männlich",1,1
2020,"Juno",2016,"2","weiblich",2,1
2020,"Juno",2017,"2","weiblich",2,1
2020,"Juno",2019,"1","männlich",1,2
2020,"Juno Donna Delight",2016,"2","weiblich",2,1
2020,"Jupiter",2018,"1","männlich",1,1
2020,"Jurai",2019,"1","männlich",1,1
2020,"Juri (Baby 7)",2008,"1","männlich",1,1
2020,"Juri (Chachi)",2004,"1","männlich",1,1
2020,"Juri (Don Juan)",2016,"1","männlich",1,1
2020,"Just Girly Things v. Shinbashi",2014,"1","männlich",1,1
2020,"Juwels Jayda",2016,"2","weiblich",2,1
2020,"Jzzy",2018,"1","männlich",1,1
2020,"Jäcky",2009,"1","männlich",1,1
2020,"Jóia",2017,"2","weiblich",2,1
2020,"Jüno v.d. Andreashöhe",2016,"2","weiblich",2,1
2020,"K-Tamine",2008,"2","weiblich",2,1
2020,"Ka-Ya-Bag I-Yanpo",2013,"1","männlich",1,1
2020,"Kabala",2017,"1","männlich",1,1
2020,"Kaban",2014,"1","männlich",1,1
2020,"Kadiou",2006,"1","männlich",1,1
2020,"Kailash",2011,"1","männlich",1,1
2020,"Kaio",2007,"1","männlich",1,1
2020,"Kaio",2019,"1","männlich",1,1
2020,"Kairo",2010,"1","männlich",1,1
2020,"Kaiser",2008,"1","männlich",1,1
2020,"Kaiserin Emma v. d. Rütlihalde",2016,"2","weiblich",2,1
2020,"Kaito",2016,"1","männlich",1,1
2020,"Kaja",2007,"2","weiblich",2,1
2020,"Kaja vom Lindenberg",2015,"2","weiblich",2,1
2020,"Kaja-Willow",2016,"2","weiblich",2,1
2020,"Kajika (Marvelous Snowstorm)",2019,"2","weiblich",2,1
2020,"Kajmer",2012,"1","männlich",1,1
2020,"Kajo",2012,"1","männlich",1,1
2020,"Kala (Bimba)",2010,"2","weiblich",2,1
2020,"Kalani",2018,"2","weiblich",2,1
2020,"Kalea (Lada)",2018,"2","weiblich",2,1
2020,"Kali",2014,"2","weiblich",2,1
2020,"Kali",2015,"1","männlich",1,1
2020,"Kalima",2019,"2","weiblich",2,1
2020,"Kalle",2014,"1","männlich",1,1
2020,"Kalou",2016,"1","männlich",1,1
2020,"Kaoneaw",2017,"1","männlich",1,1
2020,"Kaos",2013,"1","männlich",1,1
2020,"Kara",2009,"2","weiblich",2,2
2020,"Karamel",2015,"2","weiblich",2,1
2020,"Kari",2009,"2","weiblich",2,1
2020,"Kariva",2014,"2","weiblich",2,1
2020,"Karl",2010,"1","männlich",1,1
2020,"Karlie",2012,"1","männlich",1,1
2020,"Karma",2013,"1","männlich",1,1
2020,"Karma",2016,"2","weiblich",2,1
2020,"Karo (Karamel)",2014,"2","weiblich",2,1
2020,"Karthal",2018,"2","weiblich",2,1
2020,"Kascha",2017,"2","weiblich",2,1
2020,"Kasha",2011,"2","weiblich",2,1
2020,"Kasimir (Karo Of Black Devils)",2017,"1","männlich",1,1
2020,"Kaspar",2008,"1","männlich",1,1
2020,"Kassandra (Kybele)",2010,"2","weiblich",2,1
2020,"Kassim",2004,"1","männlich",1,1
2020,"Kat",2003,"1","männlich",1,1
2020,"Katana",2005,"2","weiblich",2,1
2020,"Katana",2014,"2","weiblich",2,1
2020,"Katarina",2018,"2","weiblich",2,1
2020,"Kate",2012,"2","weiblich",2,1
2020,"Kathy",2017,"2","weiblich",2,1
2020,"Katsu",2017,"1","männlich",1,1
2020,"Katy",2015,"2","weiblich",2,1
2020,"Kay Rocco",2017,"1","männlich",1,1
2020,"Kay von der Geerenecke",2013,"1","männlich",1,1
2020,"Kaya",2007,"2","weiblich",2,1
2020,"Kaya",2010,"2","weiblich",2,1
2020,"Kaya",2013,"2","weiblich",2,1
2020,"Kaya",2014,"2","weiblich",2,1
2020,"Kaya",2015,"2","weiblich",2,1
2020,"Kaya",2016,"2","weiblich",2,1
2020,"Kaya (Caballus Pink Cadillac)",2018,"2","weiblich",2,1
2020,"Kaya of Baxley",2018,"2","weiblich",2,1
2020,"Kayla",2015,"2","weiblich",2,1
2020,"Kayla",2016,"2","weiblich",2,1
2020,"Kayla",2019,"2","weiblich",2,1
2020,"Kayla (Orca-Kira v. Breitland)",2015,"2","weiblich",2,1
2020,"Kayla-Dela",2013,"2","weiblich",2,1
2020,"Kayos",2017,"1","männlich",1,1
2020,"Keiko",2005,"1","männlich",1,1
2020,"Keisu",2014,"2","weiblich",2,1
2020,"Keita (Onyra vom Wandergut)",2013,"2","weiblich",2,1
2020,"Keks (Jimmy)",2018,"1","männlich",1,1
2020,"Kelly",2010,"2","weiblich",2,1
2020,"Kelly",2013,"2","weiblich",2,1
2020,"Kelly",2016,"2","weiblich",2,1
2020,"Kemaka",2011,"2","weiblich",2,1
2020,"Ken",2019,"1","männlich",1,1
2020,"Kenai",2009,"2","weiblich",2,1
2020,"Kenai",2014,"1","männlich",1,1
2020,"Kenai",2015,"1","männlich",1,1
2020,"Kendra",2008,"2","weiblich",2,1
2020,"Kenji Go Hanabi",2011,"1","männlich",1,1
2020,"Kennedy",2006,"2","weiblich",2,1
2020,"Kenneth v. Turpäland",2013,"1","männlich",1,1
2020,"Kenzo",2010,"1","männlich",1,1
2020,"Kenzo",2012,"1","männlich",1,1
2020,"Kenzo Levana",2018,"1","männlich",1,1
2020,"Kerry (Giotta)",2016,"2","weiblich",2,1
2020,"Ketchup Zoro",2006,"1","männlich",1,1
2020,"Kevin Kiko",2017,"1","männlich",1,1
2020,"Keyah",2007,"1","männlich",1,1
2020,"Keyla",2014,"2","weiblich",2,1
2020,"Keyla",2015,"2","weiblich",2,1
2020,"Khaleesi",2016,"2","weiblich",2,1
2020,"Khaleesi",2019,"2","weiblich",2,1
2020,"Kiano",2014,"1","männlich",1,1
2020,"Kianu",2014,"1","männlich",1,1
2020,"Kiara",2007,"2","weiblich",2,1
2020,"Kiara",2012,"2","weiblich",2,2
2020,"Kiara",2015,"2","weiblich",2,1
2020,"Kiara",2018,"2","weiblich",2,1
2020,"Kiarra",2013,"2","weiblich",2,1
2020,"Kiba",2014,"2","weiblich",2,1
2020,"Kibo",2006,"1","männlich",1,1
2020,"Kibo",2012,"1","männlich",1,1
2020,"Kicas",2014,"2","weiblich",2,1
2020,"Kicker",2019,"1","männlich",1,1
2020,"Kida",2006,"2","weiblich",2,1
2020,"Kika",2017,"2","weiblich",2,2
2020,"Kika",2019,"2","weiblich",2,1
2020,"Kikas",2015,"2","weiblich",2,1
2020,"Kiki",2008,"2","weiblich",2,1
2020,"Kiki",2010,"2","weiblich",2,1
2020,"Kiki",2015,"1","männlich",1,1
2020,"Kiki",2017,"2","weiblich",2,1
2020,"Kiki",2018,"1","männlich",1,1
2020,"Kiki",2018,"2","weiblich",2,2
2020,"Kiki",2019,"2","weiblich",2,1
2020,"Kiki (Lemmikki)",2007,"2","weiblich",2,1
2020,"Kiki Adam Barila",2013,"1","männlich",1,1
2020,"Kikki",2011,"2","weiblich",2,1
2020,"Kikko",2017,"1","männlich",1,1
2020,"Kiko",2006,"1","männlich",1,1
2020,"Kiko",2010,"1","männlich",1,1
2020,"Kiko",2011,"1","männlich",1,1
2020,"Kiko",2014,"1","männlich",1,2
2020,"Kiko",2016,"2","weiblich",2,1
2020,"Kiko",2017,"1","männlich",1,1
2020,"Kiko",2017,"2","weiblich",2,1
2020,"Kiko",2018,"1","männlich",1,1
2020,"Kiko",2019,"1","männlich",1,1
2020,"Kiku",2009,"1","männlich",1,1
2020,"Kili",2014,"2","weiblich",2,1
2020,"Killa",2009,"2","weiblich",2,1
2020,"Killa",2012,"2","weiblich",2,1
2020,"Kim",2006,"2","weiblich",2,1
2020,"Kim",2007,"2","weiblich",2,1
2020,"Kim",2008,"2","weiblich",2,1
2020,"Kim",2018,"1","männlich",1,1
2020,"Kim du brave Coeur",2017,"2","weiblich",2,1
2020,"Kimba",2005,"2","weiblich",2,1
2020,"Kimba",2007,"2","weiblich",2,1
